id,university_id,name,official_url,summary,city,last_fetched_at
14,3,"Economics - ISEG",https://www.iseg.ulisboa.pt/en/study/masters/economics/,"Here is a summary of the Master's program in Economics at ISEG, University of Lisbon:

**Program Overview**

The Master's in Economics at ISEG is a two-year program that builds on a Bachelor's degree in Economics. The program aims to provide advanced knowledge in economic theory and empirical techniques to prepare students for careers as professional economists or research-based roles.

**Admissions and Fees**

* Admission requirements: Undergraduate degree in Management, Economics, Finance, Accounting, Mathematics, or other relevant fields; English language proficiency
* Application documents: Certificate of undergraduate degree, academic transcript, curriculum vitae, motivation letter, English diploma (optional), reference letter (optional)
* Tuition fees:
	+ EU students: €3,750 (1st year), €2,000 (2nd year), and €5,750 total
	+ Non-EU students: €5,000 (1st year), €3,250 (2nd year), and €8,250 total

**Program Structure**

* Duration: 4 semesters (2 years)
* Schedule: Evening classes
* Taught in: English
* Numerus Clausus: 25
* Program Directors: Joana Pais, João Santos, Francisco Queirós

**Curriculum**

* Year 1: Semester 1 - Econometrics, Mathematical Economics, History of Economic Thought, Macroeconomics, Microeconomics; Semester 2 - Growth Economics, Labor Economics, Elective I-III
* Year 2: Semester 1 - Elective IV-VI; Semester 2 - Masters Final Work (Seminar) and dissertation

**Notable Features**

* World-ranked triple accredited by A3ES, AMBA, and EQUIS
* Top-quality faculty members and excellent mentors
* Research centers and facilities, including the XLAB – Behavioral Research Lab
* International mobility programs for studying abroad
* Career services and job search support
* Location: Lisbon, Portugal

**Additional Information**

* The program is designed to provide students with a comprehensive understanding of economic theory and empirical techniques.
* Students are encouraged to plan their elective choices early and explore alternative options if needed.
* The program has a limited Numerus Clausus (25 places) and is highly competitive.",Lisboa,"2026-05-10 13:27:33"
15,3,"Finance - ISEG",https://www.iseg.ulisboa.pt/en/study/masters/finance/,"Here is a summary of the Master's program in Finance at ISEG Lisbon:

**Field:** Finance

**Language:** English

**Location:** Lisbon, Portugal

**Duration:** 4 semesters (2 years)

**Admission Requirements:**

* Bachelor's degree in Finance or related field
* Numerus Clausus: 80 students per year

**Application Deadlines/Status:** Not specified

**Tuition/Fees:**

* EU students: Not specified
* Non-EU students: Not specified

**Scholarships/Funding:**

* CFA scholarships (5 annual)
* FRM scholarships (9 annual)
* CAIA Association scholarships (up to 8 annual)

**Program Structure:** The program consists of:

1. Core courses (Year 1, Semesters 1 and 2)
	* Corporate Investment Appraisal
	* Financial Analysis and Reporting
	* Investments & Portfolio Management
	* Derivatives
	* Data Analysis in Finance
2. Elective courses (Year 1, Semester 2; Year 2, Semester 1)
	* Advanced Financial Accounting
	* Corporate Governance
	* Monetary and Financial History
	* Numerical Methods in Finance
	* Real Options
	* Real Estate Finance
3. Industry Elective (Year 2, Semester 1)
	* Financial Engineering
	* Applied Portfolio Management
	* Equity Research
4. Non-Financial Risks (Year 2, Semester 1)
5. Masters Final Work (MFW) - Dissertation, Project, or Internship (Year 2, Semester 2)

**Exchange/Study-Abroad Options:**

* International Mobility Office offers mobility programs for students to explore any part of the world while studying abroad for a semester.

**Notable Features:**

1. Ranked 27th in the Financial Times global ranking
2. CFA University Affiliation Program, covering more than 70% of the CFA curriculum
3. Five-day field trip to Frankfurt, the most important financial center in Europe, visiting EIOPA, Deutsche Börse, Goethe University, and more
4. Highly qualified faculty with experience in top international schools
5. Solid education in the three pillars of finance: Corporate Finance, Derivatives, Investments

**Additional Information:**

* Student Services: Masters & PhD Office, Living in Lisbon, International Mobility Office, Careers Services
* Field Trip to Frankfurt: A five-day field trip to Frankfurt, the most important financial center in Europe, for students and faculty to interact with each other and have a different learning experience outside the classrooms.",Lisboa,"2026-05-10 13:28:38"
16,3,"Industrial Management, Operations and Sustainability - ISEG",https://www.iseg.ulisboa.pt/en/study/masters/industrial-management-operations-and-sustainability/,"Here is a summary of the Master's program in Industrial Management, Operations and Sustainability:

**Program Overview**

The Master's in Industrial Management, Operations and Sustainability (MIMOS) at ISEG, formerly known as Management and Industrial Strategy (MMIS), aims to prepare students to face the challenges of sustainable operations in a global economy. The program combines subjects from economics, industrial organisation, and business strategy.

**Duration and Schedule**

The program is 3 semesters long, with evening classes taught in English. The Numerus Clausus is 70 students.

**Admission Requirements**

To be eligible for the program, candidates must have an undergraduate degree in Management, Economics, Finance, Accounting, Mathematics Applied to Economics and Management, or other relevant fields. Applicants with other degrees are considered on a case-by-case basis.

**Application Documents**

The required application documents include:

* Certificate of the undergraduate degree
* Academic Transcript
* Curriculum vitae
* Motivation Letter
* English Diploma (optional)
* Reference Letter (optional)

**Tuition Fees**

For 2026/27, the tuition fees are:

* Within the European Union: €4,850 (first year), €2,000 (second year), and a total of €6,850
* Outside the European Union: €6,350 (first year), €3,500 (second year), and a total of €9,850

**Scholarships/Funding**

The program offers equal opportunities for everyone, and financial restrictions should not come in the way of access to higher education.

**Program Structure**

The program consists of 2 semesters of coursework and 1 semester for the Master's Final Work (MFW). The course structure includes:

* Year 1 - Semester 1: Strategy and Company Internationalization, Strategic Management for Sustainability, Manufacturing and Services Operations, Supply Chain Management and Logistics, Digital Business and Operations
* Year 1 - Semester 2: Innovation and Sustainability, Industrial Marketing, Sustainability and Operations Management, Research Methods, Seminars, and Industrial and Sustainability Policies
* Year 2 - Semester 1: Master's Final Work (MFW)

**Notable Features**

The program is ranked 43rd in the Eduniversal Best Masters Ranking in Supply Chain and Logistics TOP 100 Worldwide 2025. It also received an IAPMEI Merit Award.

**Exchange/Study-Abroad Options**

ISEG offers mobility programs that allow students to explore any part of the world while studying abroad for a semester through the International Mobility Office.

**Other Information**

The program is triple-accredited, and A3ES accredited. The university also has partnerships and memberships with various organizations.",Lisboa,"2026-05-10 13:29:38"
17,3,"Management Information Systems - ISEG",https://www.iseg.ulisboa.pt/en/study/masters/management-information-systems/,"Here is a summary of the Master's program in Management Information Systems at ISEG:

**Field:** Management Information Systems (MIS)

**Language:** Taught in English

**Location:** Lisbon, Portugal

**Duration:** 4 semesters (16 months)

**Admission Requirements:**

* University academic degree equivalent to the 1st cycle in business science, engineering, or social sciences
* Conditional applications accepted for students who have not yet completed their undergraduate degree, provided they meet the conditions by the end of September

**Application Deadlines/Status:** Online application process; no specific deadlines mentioned

**Tuition/Fees:**

* EU students: Not specified
* Non-EU students: Not specified

**Scholarships/Funding:**

* Jerónimo Martins Merit Awards (2025-2026): 4 awards available to the best students in the 1st year of the program

**Program Structure:**

* Year 1: Semester 1 - Competitive Intelligence, Data & Database Management, Information Systems Analysis, Programming Foundations, Decision Systems; Semester 2 - IT Project Management, eBusiness Models and Technologies, Information Systems Networks and Security, Software Development Project, Information Systems Planning and Architecture
* Year 2: Semester 1 - Information Systems Research, Quantitative Methods Applied to Research, Electives (choose one); Semester 2 - Master's Final Work (Dissertation / Internship / Project)

**Exchange/Study-Abroad Options:** Not specified

**Notable Features:**

* Ranked 14th in the Eduniversal Best Masters Ranking in Information Systems Management TOP 40 in Western Europe 2025
* Opportunities for international experience and business environment exposure with a hands-on SAP immersive program abroad
* Electives include options such as Information Technology Consulting, Programming for Data Science, and Enterprise Systems with SAP Labs
* Master's Final Work allows students to choose between dissertation, internship, or project

**Additional Info:**

* Student Services: Masters & PhD Office, Living in Lisbon, International Mobility Office, Careers Services
* Program Directors: Antonio Palma dos Reis, Jesualdo Fernandes, Winnie Picoto",Lisboa,"2026-05-10 13:30:30"
18,3,"Management (MiM) - ISEG",https://www.iseg.ulisboa.pt/en/study/masters/management/,"Here is a summarized description of the Master's program in Management (MiM) at ISEG:

**Overview:** The MiM program is an innovative, one-year full-time master's degree that prepares students for future management challenges. It is framed around the United Nations' 17 Sustainable Development Goals (SDGs) and aims to develop technical management knowledge, critical thinking, and problem-solving skills.

**Duration:** 3 semesters

**Language:** Taught in English

**Admission Requirements:** Bachelor's degree in Management, Economics, Finance, Accounting, Mathematics Applied to Economics and Management or other relevant fields. Applicants with other degrees are considered on a case-by-case basis.

**Application Deadlines/Status:** Not specified

**Tuition/Fees:**

* EU students: not specified
* Non-EU students: not specified

**Scholarships/Funding:** Not specified

**Program Structure:** The program is divided into 3 semesters, with a total of 90 ECTS. Core courses and electives are daytime classes.

**Course Units:**

* Year 1 – Semester 1: Global Goals Awareness Week, Mandatory course units
* Elective courses (choose three)
* Final master's work (30 ECTS)

**Notable Features:**

* Ranked 23rd in the Eduniversal Best Masters Ranking in General Management TOP 60 in Western Europe 2025
* Accredited by the Agency for Assessment and Accreditation of Higher Education (A3ES)
* Emphasis on sustainability, technical management knowledge, critical thinking, and problem-solving skills
* Global Goals Awareness Week to immerse students in the downtown Lisbon lifestyle

**Exchange/Study-Abroad Options:** Not specified

**Career Opportunities:** The program aims to develop students for careers in administration, general management, financial management, and management consulting.

I hope this summary helps! Let me know if you have any further questions.",Lisboa,"2026-05-10 13:31:16"
19,3,"Mathematical Finance - ISEG",https://www.iseg.ulisboa.pt/en/study/masters/math-finance/,"Here is a clear summary of the Master's program in Mathematical Finance:

**Field:** Financial Mathematics and Computational Finance

**Language:** English (taught)

**Location:** University of Lisbon, School of Economics and Management (ISEG), Portugal

**Duration:** 4 semesters (2 years)

**Admission Requirements:**

* Undergraduate degree in a relevant field (Mathematics, Statistics, Physics, Engineering, Economics, Finance, or Accounting)
* Excellent command of English language
* Additional requirements for international students (e.g., Student Visa)

**Application Documents:**

* Certificate of undergraduate degree
* Academic transcript
* Curriculum vitae
* Motivation letter
* Optional: English diploma and reference letter

**Tuition Fees:** 

* EU students: €5,750 (first year), €2,000 (second year)
* Non-EU students: €8,750 (first year), €3,500 (second year)

**Program Structure:**

* 2 years of study
* 6 credits per semester
* Core courses in financial markets and investments, mathematical methods in finance, programming techniques, probability theory, and more
* Elective courses and final thesis/project

**Notable Features:**

* Ranked 29th in the Eduniversal Best Masters Ranking in Financial Markets TOP 60 in Western Europe (2025)
* Double Degree option with University of Lorraine, France
* Partnership with Advanced Risk and Portfolio Management Bootcamp at University of New York
* Career opportunities with leading international institutions (e.g., European Central Bank, Google)

**Exchange/Study-Abroad Options:** 

* International Mobility Office for studying abroad for a semester

**Scholarships/Funding:**

* None mentioned specifically, but the program encourages students to apply for external scholarships and funding opportunities.

I hope this summary helps! Let me know if you have any further questions.",Lisboa,"2026-05-10 13:32:10"
20,3,"Monetary and Financial Economics - ISEG",https://www.iseg.ulisboa.pt/en/study/masters/monetary-and-financial-economics/,"Here is a clear summary of the Master's program in Monetary and Financial Economics at ISEG Lisbon School of Economics and Management:

**Program Overview**

The Master's in Monetary and Financial Economics is a 4-semester, evening-class program taught in English. It aims to complement and deepen a bachelor's degree in Economics or Finance, preparing students for senior roles in monetary and financial institutions.

**Admission Requirements**

* Undergraduates in national or foreign institutions in Management, Economics, Finance, Accounting, Mathematics Applied to Economics and Management, or other relevant fields.
* Applicants with other degrees are considered on a case-by-case basis.
* Conditional applicants who have not yet completed the 1st Study Cycle (Bachelors) can apply, provided they satisfy the conditions for obtaining their degree by the end of September.

**Application Documents**

* Certificate of the undergraduate degree
* Academic Transcript
* Curriculum vitae
* Motivation Letter
* English Diploma (optional)
* Reference Letter (optional)

**Tuition Fees**

* Within the European Union: €3,750 (1st year), €2,000 (2nd year), total: €5,750.
* Outside the European Union: €5,000 (1st year), €3,250 (2nd year), total: €8,250.

**Program Structure**

The program consists of 60 credits, divided into:

* Core courses (30 credits)
* Elective options (15 credits)
* Free options (6 credits)
* Dissertation (12 credits)

**Notable Features**

* The program has a strong international presence, with around 1/3 of students coming from outside Portugal.
* It offers a Merit Award of €1,000 to the best student in the 1st year.
* The program is accredited by A3ES and registered with DGES.
* Students have access to various scholarships and funding opportunities.

**Exchange/Study-Abroad Options**

The International Mobility Office at ISEG facilitates exchange programs and study-abroad opportunities for students.",Lisboa,"2026-05-10 13:33:04"
21,3,"Transformation in Human Resources Management - ISEG",https://www.iseg.ulisboa.pt/en/to-study-2/exec-masters/transformation-in-human-resources-management/,"Here is a summarized description of the Master's program in Transformation in Human Resources Management:

**Program Overview**
The Executive Master's degree in Transformation in Human Resources Management is a 2-semester, face-to-face program taught in Portuguese and English. It aims to transform HR professionals into leaders who anticipate and drive organizational transformation.

**Target Audience**
This master's degree is designed for directors, managers, coordinators, and specialists with more than 5 years of professional experience in Human Resources and Talent Management.

**Program Structure**
The program consists of two semesters:

* Semester 1: 9 credits, including courses on HR functions, personal influence, neuroscience, people analytics, strategic talent management, and transformative leadership.
* Semester 2: 30-credit final master's project developed in collaboration with the company where students work.

**Admissions and Fees**

* Applications open three times a year (December, February, and April).
* The application process requires a motivation letter, curriculum vitae, identification document, graduation certificate, and proof of professional experience.
* Tuition fees for EU students are €7,500 and for non-EU students are €10,000.

**Notable Features**

* Collaborative learning through real cases, role-play, sharing experiences, and innovation in the classroom.
* Practical projects developed in collaboration with companies.
* A strong focus on transformation and leadership development.
* Language support: Portuguese and English (although the primary language is Portuguese).
* Optional courses: Legislation and Regulations, Managing HR dysfunctions.

**Exchange/Study-Abroad Options**
ISEG offers mobility programs that allow students to study anywhere in the world for a semester. The International Mobility Office provides support and guidance for these programs.

**Scholarships/Funding**
ISEG does not offer specific scholarships for this master's degree. However, students may be eligible for external scholarships or financial aid.",Lisboa,"2026-05-10 13:33:56"
22,3,"Accounting, Taxation and Corporate Finance - ISEG",https://www.iseg.ulisboa.pt/en/to-study-2/masters-2/accounting-tax-and-business-finance/,"Here is a summary of the Master's in Accounting, Taxation and Corporate Finance program at ISEG:

**Field:** Accounting, Taxation, and Corporate Finance

**Language:** Portuguese (with some optional courses taught in English)

**Location:** Lisbon, Portugal

**Duration:** 4 semesters (approximately 2 years)

**Admission Requirements:**

* Bachelor's degree from a national or foreign institution in Management, Economics, Finance, Accounting, Mathematics Applied to Economics and Management, or other relevant areas
* Students who have not completed their undergraduate studies may apply conditionally, provided they meet the conditions for obtaining their degree by the end of September (of the academic year of application)

**Application Deadlines/Status:**

* Applications are made online
* The selection panel evaluates applications based on curricular analysis, graduation grade, curriculum vitae, motivation letter, and letters of recommendation

**Tuition/Fees:** 

* EU students: €4,850 for 1st year, €2,000 for 2nd year (total: €6,850)
* Non-EU (International) students: €6,350 for 1st year, €3,500 for 2nd year (total: €9,850)

**Scholarships/Funding:** 

* The university offers specific tuition payment plans and encourages international students to apply

**Program Structure:**

* The program is divided into 4 semesters
* Semesters 1-2 focus on core courses in accounting, taxation, corporate finance, and auditing
* Semesters 3-4 offer optional curricular units and a master's final work (internship/project/dissertation)

**Exchange/Study-abroad Options:**

* The university has partnerships with international consultants (Deloitte, EY, KPMG, PwC) for Professional Business Cases
* Students can participate in exchange programs or study abroad for a semester

**Notable Features:**

* The program is designed to train highly technically competent staff in accounting, taxation, and corporate finance
* Most students manage to get a job at the end of the 1st year of the course
* The main employers are located in the banking, auditing, accounting offices, petrochemicals, and consultancy sectors

**Additional Information:**

* Student Services (Masters & PhD Office, Living in Lisbon, International Mobility Office, Careers Services)
* The program is recognized by the Portuguese Ministry of Education and Science",Lisboa,"2026-05-10 13:34:57"
23,3,"Business Sciences - ISEG",https://www.iseg.ulisboa.pt/en/to-study-2/masters-2/business-sciences/,"Here is a clear summary of the Master's program:

**Program:** Master's in Ciências Empresariais (Business Sciences)

**Field:** Business and Management

**Language:** Portuguese

**Location:** ISEG, ULisboa, Lisbon, Portugal

**Duration:** 4 semesters (2 years)

**Admission Requirements:**

* Bachelor's degree from any scientific field, preferably not in management or economics
* Conditional admission possible for students who have not completed their undergraduate degree by the end of September

**Application Deadlines/Status:**

* Applications are made online through ISEG's website
* Screening and selection criteria include academic curriculum, professional experience, and interview score (30%)

**Tuition/Fees:** Not specified for EU vs non-EU students

**Scholarships/Funding:** No information provided

**Program Structure:**

* Year 1: Semester 1 - Investment Analysis, Accounting and Management Control, Entrepreneurship, Quality and Supply Chain Management, Marketing
* Year 1: Semester 2 - Cases in Strategic Management, Taxation, Competence Management, International Management, Enterprise Information Systems
* Year 2: Semester 1 - Data Analysis in Management, Management Research Methodology, Optional courses (e.g., Personal Skills, Negotiation Fundamentals)
* Year 2: Semester 2 - Final Master's Work (Internship, Project, Dissertation)

**Exchange/Study-Abroad Options:** Not specified

**Notable Features:**

* Ranked 29th in Western Europe for Entrepreneurship (Eduniversal Best Masters 2025 Ranking)
* Recognized for excellence in teaching and scientific rigor
* Emphasis on developing essential skills to lead in a complex environment
* Strong faculty with close links between academia and business reality
* Opportunities for personal growth, volunteer activities, and extracurricular experiences

I hope this summary helps! Let me know if you have any further questions.",Lisboa,"2026-05-10 13:35:44"
24,3,"Economics and Public Policies - ISEG",https://www.iseg.ulisboa.pt/en/to-study-2/masters-2/economics-and-public-policy/,"Here is a summary of the Master's program:

**Program Name:** Economics and Public Policies (MEPP) - ISEG, ULisboa

**Field:** Economics and Public Policy

**Location:** Lisbon, Portugal

**Duration:** 4 semesters (after work hours)

**Language:** Portuguese

**Initial Vacancies:** 30

**Coordination:** Paulo Trigo Pereira, Francisco Nunes, Aida Isabel Tavares

**Admission Requirements:**

* Hold an academic degree equivalent to the 1st cycle of higher education in Economics or other relevant areas
* Candidates with other degrees will be considered on a case-by-case basis
* Students who have not completed their bachelor's degree may apply conditionally, provided they meet the conditions for obtaining the degree by the end of September

**Application Deadlines/Status:** Online applications only; applicants must submit their documents and follow the selection process

**Tuition/Fees:**

* EU students: € [insert fee amount]
* Non-EU students: € [insert fee amount]

**Scholarships/Funding:** None specified

**Program Structure:**

* The program consists of 2 years, divided into 4 semesters
* Students can choose to write a dissertation, a project for an institution (public or non-profit), or an internship report with a company or institution

**Exchange/Study-Abroad Options:** ISEG offers exchange programs and mobility programs that allow students to study anywhere in the world for a semester

**Notable Features:**

* The program is ranked 21st in Eduniversal's Top 200 Best Masters Global Ranking in the Public Administration/Management category
* MEPP provides postgraduate training to graduates in Economics or other relevant areas who wish to continue their academic preparation with a view to carrying out professional activities in areas of public policy
* The program offers a unique blend of theoretical and practical knowledge, allowing students to develop a culture of demand, rigor, and quality

**Additional Information:**

* Students have the opportunity to attend a preparatory course on Introduction to Microeconomics free of charge
* The program has a strong focus on research and development, with opportunities for students to participate in research projects and seminars

I hope this summary helps! Let me know if you have any further questions.",Lisboa,"2026-05-10 13:36:44"
25,3,"Human Resources Management - ISEG",https://www.iseg.ulisboa.pt/en/to-study-2/masters-2/human-resources-management/,"Here is a summary of the Master's in Human Resources Management program at ISEG, University of Lisbon:

**Program Overview**: This master's degree aims to develop technical, interpersonal, and polyvalence skills for students who want to pursue a career in human resources management. The program is taught in Portuguese, with some elective courses possibly offered in English.

**Duration and Time**: The program takes 4 semesters (2 years) to complete, with classes held after work hours.

**Initial Vacancies**: There are 70 initial vacancies for the program.

**Coordination**: The program is coordinated by Maria Joao Santos, Amílcar Moreira, and Jorge F. S. Gomes.

**Admissions and Fees**: To apply, candidates must have a degree from a national or foreign institution in Management or Social Sciences and Humanities. Applications are made online, and the tuition fees for students within the EU are €4,750 (1st year) and €2,000 (2nd year), totaling €6,750. For international students, the fees are €6,300 (1st year) and €3,500 (2nd year), totaling €9,800.

**Scholarships/Funding**: The university seeks to provide equal opportunities for all students and may offer specific payment plans or scholarships upon request.

**Program Structure**: The program consists of 12 credits in the first semester, 6 credits in the second semester, and 4.5 credits in each of the third and fourth semesters. The program also includes a final master's work (dissertation/project/internship) worth 30 credits.

**Exchange/Study-Abroad Options**: ISEG offers exchange programs with other institutions, allowing students to study abroad for a semester.

**Notable Features**:

* The program was ranked 28th in Eduniversal's Top 230 Best Masters Global Ranking 2024.
* The faculty is experienced and has a close link between the academic side and business reality.
* The program aims to develop systematic critical thinking and prepare students for strategic human resource management actions.
* Students come from different countries and educational institutions, promoting diversity and broadening individual networks.

I hope this summary helps! Let me know if you have any further questions.",Lisboa,"2026-05-10 13:37:39"
26,3,"International Economics and European Studies - ISEG",https://www.iseg.ulisboa.pt/en/to-study-2/masters-2/international-economics-and-european-studies/,"Here is a summary of the Master's program in International Economics and European Studies at ISEG, ULisboa:

**Program Overview**

The Master's in International Economics and European Studies (MEIEE) is a 4-semester program that aims to provide students with specialized and professional skills in international economics and European institutions. The program has entered the Top 200 of Eduniversal's Best Masters Global Ranking 2024, ranking 24th in the Economics category.

**Objectives**

The main objectives are to provide complementary and specialized training in the fields of international economics (theoretical and applied, real and monetary) and to offer a deeper understanding of the characteristics and current trends of economic integration and globalization processes.

**Structure**

The program consists of two years, with 6 credits per semester. The curriculum includes courses such as EU Economy and Finance, Economic Integration, Applied Quantitative Methods, International Financial System, and more. Students can choose from various curricular units to create their own specialization track.

**Admissions and Fees**

Applications are made online, and candidates must present a degree in national or foreign institutions in the areas of Economics, Management, Finance, Mathematics Applied to Economics and Management, International Relations, and other relevant fields. The tuition fees for 2026/27 are €4,300 (EU students) and €5,300 (non-EU students).

**Scholarships/Funding**

ISEG offers scholarships and funding opportunities to support students' studies.

**Exchange/Study-Abroad Options**

The university has exchange programs with institutions worldwide, offering students the possibility to study anywhere in the world for a semester.

**Notable Features**

* Ranked Top 200 by Eduniversal's Best Masters Global Ranking 2024
* Triple-accredited by A3ES, AMBA, and EPAS
* Language of instruction: Portuguese
* Duration: 4 semesters
* Initial vacancies: 40 students

Overall, this Master's program offers a unique combination of theoretical and practical knowledge in international economics and European institutions, with opportunities for exchange and study-abroad programs.",Lisboa,"2026-05-10 13:38:34"
27,3,"Quantitative Methods for Economic and Business Decision - ISEG",https://www.iseg.ulisboa.pt/en/to-study-2/masters-2/quantitative-methods-for-economic-and-business-decision-making/,"Here is a summary of the Master's in Quantitative Methods for Economic and Business Decision (MQDEE) program at ISEG:

**Overview**: This master's degree trains students to analyze data and make better decisions for companies. It deepens knowledge in operational research, statistics, and econometrics.

**Program Structure**: The 4-semester program is divided into two years: the first year is daytime, while the second year can be taken after work. The language of instruction is Portuguese.

**Admissions and Fees**: Applications are made online. Candidates must present a degree in management, economics, finance, mathematics, or other relevant fields. Tuition fees for EU students are €2,950 (1st year) and €2,000 (2nd year), while non-EU students pay €4,450 (1st year) and €3,500 (2nd year).

**Scholarships/Funding**: ISEG offers scholarships to support students' financial needs.

**Exchange/Study-Abroad Options**: The International Mobility Office offers exchange programs with institutions worldwide for a semester.

**Notable Features**:

* The program has partnerships with various institutions, allowing students to complete their final work in the scope of a project or internship.
* Students benefit from personalized support and have a high completion rate.
* The teaching staff is experienced and recognized in their fields.
* The program focuses on developing skills in data analysis, statistical methods, and decision-making.

**Additional Information**:

* The master's degree aims to train professionals with the necessary knowledge for data analysis, problem-solving, and decision support.
* The program provides a basis for pursuing a 3rd cycle of studies leading to a doctorate.
* Recent graduates work in logistics and planning departments in various industries, including banks, insurance companies, consulting firms, and more.

**Accreditation**: ISEG is triple-accredited (A3ES, ISO 9001, and EQAR) and ranked worldwide.",Lisboa,"2026-05-10 13:39:28"
28,4,"Master in Data Analytics",https://programmes.fep.up.pt/masters/data-analytics/,"Here is a clear summary of the Master's program:

**Program:** Master in Data Analytics, offered by FEP (Faculdade de Economia do Porto) in Portugal.

**Field:** Data Analytics, with a strong focus on statistics, data mining, and advanced analysis.

**Language:** English.

**Location:** On-campus in Porto, Portugal.

**Duration:** 2 years, starting in September.

**Admission Requirements:**

* Bachelor's degree in Economics or related field
* Basic knowledge of statistics

**Application Deadlines/Status:**

* Applications open from January to February (1st call)
* Provisional results are announced in March
* Final results are announced in April
* Enrollment period is from April to May (for students completing their Bachelor's degree, the deadline extends until July)

**Tuition Fees:** Varying fees for national/EU/EEA and international students:

* National/EU/EEA: €1,500 per year
* CPLP International: €2,750 per year
* International: €5,000 per year

**Scholarships/Funding:** None mentioned.

**Program Structure:**

* 1st year:
	+ Data Mining I (6 credits)
	+ Laboratory (6 credits)
	+ Data Bases and Programming (6 credits)
	+ Applied Statistics (6 credits)
	+ Optimization (6 credits)
* 2nd year:
	+ Seminars (6 credits)
	+ Quantitative Case Studies (9 credits)
	+ Dissertation/Work Project/Internship Plan (9 credits)
	+ Electives (12 credits)
* Final semester: Dissertation/Project/Internship (30 credits)

**Exchange/Study-abroad Options:** The program offers double degrees with SGH – Warsaw School of Economics and QTEM.

**Notable Features:**

* Ranked 7th in the Eduniversal Masters Ranking 2025 among Western Europe's best Data Analytics programs
* EMOS qualification available under certain conditions, enhancing international visibility and employability
* Testimonials from students who have successfully completed the program.",Porto,"2026-05-10 13:40:39"
29,4,"Master in Economics of Business and Strategy | FEP",https://programmes.fep.up.pt/masters/economics-of-business-and-strategy/,"Here is a summary of the Master's program ""Economics of Business and Strategy"" at FEP:

**Field:** Economics, Business, and Strategy

**Language:** English (full-time)

**Location:** Porto, Portugal (on-campus)

**Duration:** 2 years (September start)

**Admission Requirements:**

* Recent graduates in Management, Economics, Engineering, Industrial Management, Mathematics, or related fields with a strong quantitative background
* Interested in developing skills to analyze industries and think strategically about organizations

**Application Deadlines/Status:**

* Applications for the first call are open from January 7th to February 11th (provisional results on March 23rd, final results on April 14th)
* Enrollment period for students completing their Bachelor's degree extends until July 24th

**Tuition/Fees:**

* National students (European Union and European Economic Area): €1,500 per year
* CPLP International Students: €2,750 per year
* International Students: €5,000 per year

**Scholarships/Funding:** Not specified

**Program Structure:**

* 120 ECTS credits over 2 years
* 1st Year: Foundation modules (Economics of Organizations, Economics of Strategy, etc.)
* 2nd Year: Electives and Dissertation/Project/Internship
* Optional double degree with EDHEC Business School or QTEM program

**Exchange/Study-Abroad Options:** Double degree with EDHEC Business School or QTEM program

**Notable Features:**

* Combines fundamental theoretical perspectives with advanced analytical tools
* Focus on entrepreneurship, innovation, and internationalization
* Strong links to the business world for applied learning
* Program is designed for recent graduates in Management, Economics, Engineering, Industrial Management, Mathematics, or related fields with a strong quantitative background",Porto,"2026-05-10 13:41:35"
30,4,"Master in Economics | FEP",https://programmes.fep.up.pt/masters/economics/,"Here is a summary of the Master in Economics program at FEP:

**Field:** Economics

**Language:** English (with an option to study in Portuguese)

**Location:** Porto, Portugal (on-campus)

**Duration:** 2 years

**Admission Requirements:**

* Recent graduates in Economics, Management, Finance, or related fields
* Applications are accepted for the 1st call from July 1st to November 2nd, with provisional results announced on March 23rd and final results on April 14th.

**Tuition Fees:** 

* National students (EU/European Economic Area): €1,500 per year
* CPLP International Students: €2,750 per year
* Non-EU/International Students: €5,000 per year

**Scholarships/Funding:** Not specified on the official website.

**Program Structure:**

* 2 years, divided into 4 semesters
* Core courses in Microeconomic Analysis, Macroeconomic Policy, and Econometrics
* Specialization in applied economics with electives in areas such as economic statistics, data mining, numerical methods, and economic modeling
* Research Process and Seminars I & II
* Dissertation/Work Project/Internship (30 ECTS)

**Exchange/Study-Abroad Options:** Not specified on the official website.

**Notable Features:**

* Personalized study pathways with a flexible plan of studies
* Access to the prestigious international QTEM network
* Rigorous teaching and procedures coupled with individual tutoring
* Professional orientation and career planning counselling services
* Structured program of curricular internships

Overall, the Master in Economics at FEP is a pre-experience Master that offers high-quality education in economics and quantitative methods. The program is designed for recent graduates looking to build a demanding and distinctive career in financial institutions, companies, public bodies, international organizations, research, or academia.",Porto,"2026-05-10 13:42:33"
